soil_type,season,water,temperature,humidity,label
loamy,monsoon,medium,26.77,67.28,pigeonpeas
black,monsoon,low,25.87,60.56,pigeonpeas
sandy,winter,low,13.41,34.07,onion
loamy,summer,medium,23.75,82.81,orange
loamy,monsoon,low,28.2,71.5,blackgram
sandy,winter,low,12.3,29.83,onion
clay,monsoon,medium,22.55,87.01,ginger
black,monsoon,medium,23.21,61.02,chili
loamy,summer,medium,28.28,39.56,guava
sandy,winter,low,10.37,33.13,onion
black,summer,low,31.33,59.77,blackgram
sandy,summer,low,33.34,39.68,mothbeans
loamy,monsoon,high,27.12,70.61,sugarcane
black,monsoon,medium,24.32,94.87,cotton
black,winter,low,9.6,10.29,chickpea
sandy,monsoon,medium,21.0,77.73,maize
loamy,monsoon,high,21.85,92.51,jute
loamy,monsoon,medium,25.92,65.5,guava
loamy,monsoon,high,23.34,94.39,banana
clay,summer,high,25.63,66.53,rice
black,summer,high,29.82,69.74,rice
loamy,monsoon,high,25.79,75.58,sugarcane
loamy,monsoon,low,25.18,96.4,mungbean
sandy,winter,medium,9.61,43.77,potato
loamy,monsoon,high,22.81,82.57,ginger
sandy,autumn,low,27.76,52.11,mothbeans
loamy,monsoon,high,23.96,93.02,ginger
clay,winter,medium,10.15,20.64,wheat
loamy,summer,medium,33.29,87.27,papaya
black,summer,low,25.81,69.21,cotton
red,winter,medium,11.38,41.95,potato
sandy,monsoon,medium,22.08,97.46,coconut
sandy,monsoon,medium,23.71,97.26,watermelon
sandy,monsoon,medium,23.11,79.91,maize
sandy,summer,medium,37.1,36.7,mango
red,summer,low,25.71,77.7,grapes
red,winter,low,7.11,12.85,chickpea
loamy,summer,medium,23.66,66.46,grapes
black,summer,medium,29.06,40.23,chili
black,summer,medium,25.3,57.82,maize
black,winter,medium,11.57,10.1,kidneybeans
sandy,monsoon,medium,21.98,85.65,maize
clay,monsoon,medium,22.66,88.44,ginger
red,summer,medium,37.17,84.62,papaya
sandy,summer,medium,28.61,71.49,muskmelon
sandy,summer,high,27.76,71.85,watermelon
black,summer,medium,31.1,37.7,chili
loamy,monsoon,medium,28.43,67.78,pigeonpeas
sandy,monsoon,low,25.86,66.87,mothbeans
loamy,monsoon,medium,22.53,72.73,coffee
clay,monsoon,medium,26.95,81.49,turmeric
loamy,monsoon,high,30.38,100.0,papaya
red,summer,low,31.95,36.93,pigeonpeas
loamy,summer,medium,31.96,59.26,turmeric
red,summer,low,30.98,28.97,millets
loamy,summer,medium,24.55,50.62,maize
loamy,monsoon,high,24.88,90.67,banana
black,winter,medium,11.88,10.86,kidneybeans
loamy,autumn,low,17.64,27.72,barley
loamy,summer,medium,24.12,80.6,orange
loamy,winter,low,9.44,38.72,potato
clay,monsoon,low,27.3,85.63,blackgram
clay,winter,low,3.14,24.2,wheat
black,summer,low,31.24,35.48,millets
sandy,summer,low,23.31,69.95,grapes
sandy,autumn,low,29.86,57.29,mothbeans
sandy,winter,low,9.53,25.24,barley
red,summer,medium,27.37,40.0,chili
loamy,summer,medium,22.82,77.58,orange
loamy,summer,medium,27.78,35.42,tomato
loamy,autumn,medium,25.28,54.39,coffee
black,summer,high,32.57,47.66,sugarcane
red,summer,low,24.79,50.64,pomegranate
black,summer,low,26.47,72.21,cotton
loamy,autumn,medium,19.48,23.06,kidneybeans
red,winter,low,8.53,17.85,chickpea
loamy,monsoon,high,30.04,86.05,turmeric
black,summer,low,30.74,39.88,millets
sandy,monsoon,medium,17.21,84.65,maize
loamy,monsoon,medium,24.58,97.1,banana
sandy,autumn,low,16.81,31.23,barley
red,winter,medium,10.0,39.91,potato
clay,monsoon,medium,21.4,100.0,rice
sandy,monsoon,low,26.04,65.29,millets
loamy,summer,medium,25.23,79.51,orange
loamy,monsoon,medium,26.45,77.24,turmeric
sandy,monsoon,medium,19.91,79.71,maize
loamy,winter,medium,17.13,35.9,tomato
black,winter,low,17.75,49.91,lentil
clay,monsoon,medium,26.7,84.14,turmeric
red,monsoon,low,25.33,61.05,millets
red,summer,low,26.96,66.77,grapes
loamy,monsoon,high,24.16,88.53,banana
red,summer,low,26.45,70.51,grapes
black,winter,medium,6.26,22.24,wheat
loamy,monsoon,low,26.61,68.58,pigeonpeas
sandy,summer,low,23.2,41.71,pomegranate
loamy,summer,high,28.03,67.09,rice
black,winter,low,8.01,17.06,barley
loamy,monsoon,high,25.89,88.47,banana
black,winter,medium,6.6,18.36,wheat
red,summer,low,29.49,33.41,millets
loamy,winter,medium,12.29,31.54,onion
loamy,winter,low,16.55,35.33,onion
loamy,summer,medium,31.97,66.07,turmeric
loamy,monsoon,medium,25.91,65.79,coffee
loamy,winter,medium,12.1,28.87,wheat
sandy,summer,medium,36.51,41.87,mango
red,winter,low,10.36,15.74,chickpea
loamy,summer,medium,24.8,80.44,orange
clay,summer,high,27.99,64.87,jute
red,monsoon,high,25.28,100.0,coconut
loamy,monsoon,high,27.12,73.67,sugarcane
sandy,monsoon,medium,20.83,81.34,maize
sandy,winter,medium,9.46,41.75,potato
loamy,monsoon,medium,23.89,88.88,turmeric
sandy,summer,low,23.66,75.83,grapes
sandy,summer,low,30.59,38.54,mothbeans
sandy,autumn,low,27.4,51.51,mothbeans
clay,monsoon,high,27.35,77.36,sugarcane
sandy,monsoon,medium,21.38,98.72,watermelon
loamy,monsoon,medium,31.03,73.61,mango
loamy,monsoon,high,26.32,96.34,banana
sandy,monsoon,medium,21.07,71.33,guava
sandy,summer,medium,28.74,71.11,watermelon
loamy,monsoon,high,21.49,87.49,banana
sandy,winter,low,9.68,31.82,onion
loamy,winter,low,10.92,18.44,kidneybeans
loamy,monsoon,medium,25.25,94.61,cotton
loamy,monsoon,high,24.74,98.22,coconut
loamy,monsoon,low,24.63,92.87,mungbean
clay,winter,low,4.87,20.86,wheat
loamy,summer,medium,34.09,68.69,turmeric
sandy,summer,medium,29.15,73.55,watermelon
loamy,summer,low,35.35,42.74,mango
sandy,monsoon,medium,18.14,78.42,maize
loamy,summer,low,29.55,43.37,mothbeans
sandy,summer,low,25.87,40.22,pomegranate
sandy,summer,medium,26.88,54.88,maize
sandy,summer,low,31.36,39.41,sorghum
black,monsoon,high,26.73,79.37,sugarcane
loamy,autumn,medium,22.34,63.41,maize
loamy,autumn,medium,23.5,62.38,maize
loamy,autumn,low,16.85,31.92,barley
loamy,winter,low,14.11,34.06,onion
loamy,summer,high,34.98,57.25,sugarcane
loamy,autumn,low,23.52,61.66,lentil
loamy,monsoon,medium,27.33,78.63,sugarcane
loamy,winter,medium,18.11,33.6,tomato
black,monsoon,low,29.1,60.9,pigeonpeas
clay,monsoon,medium,23.58,96.53,jute
loamy,monsoon,medium,27.94,70.91,guava
sandy,monsoon,medium,21.06,93.21,watermelon
black,monsoon,medium,26.12,59.5,chili
red,autumn,medium,18.92,95.73,orange
loamy,monsoon,high,20.99,90.11,jute
loamy,monsoon,low,26.33,76.05,blackgram
red,winter,low,9.74,7.65,chickpea
loamy,summer,medium,32.23,64.3,turmeric
loamy,monsoon,medium,25.7,67.43,coffee
sandy,summer,low,27.53,45.94,sorghum
black,monsoon,medium,23.04,58.6,chili
red,summer,medium,31.13,54.51,turmeric
loamy,monsoon,high,27.86,81.6,ginger
loamy,summer,medium,28.59,42.37,guava
red,winter,medium,15.41,84.64,apple
red,monsoon,high,21.89,97.29,tea
sandy,monsoon,medium,20.97,86.63,maize
sandy,summer,high,28.43,71.48,watermelon
red,summer,low,31.72,72.9,mungbean
sandy,summer,low,27.21,70.55,grapes
sandy,monsoon,medium,20.97,100.0,coconut
clay,winter,medium,8.66,3.09,kidneybeans
loamy,winter,low,8.29,43.71,potato
sandy,autumn,medium,15.75,50.22,potato
loamy,autumn,medium,24.67,57.77,guava
loamy,monsoon,medium,26.54,61.83,pigeonpeas
clay,monsoon,medium,26.15,90.87,ginger
clay,monsoon,low,28.14,83.4,blackgram
sandy,summer,high,31.56,81.29,coconut
black,monsoon,high,21.88,100.0,rice
sandy,winter,low,8.66,8.98,chickpea
red,autumn,medium,21.91,95.34,orange
red,summer,medium,27.6,52.9,maize
black,monsoon,low,26.67,53.65,pigeonpeas
clay,winter,medium,8.96,9.78,kidneybeans
clay,monsoon,high,24.72,92.14,banana
black,winter,medium,7.43,22.55,wheat
loamy,monsoon,medium,25.08,96.57,banana
loamy,autumn,medium,25.72,55.53,guava
red,summer,low,32.47,40.86,mothbeans
clay,monsoon,medium,21.72,97.94,rice
black,summer,low,22.92,75.81,cotton
loamy,winter,low,10.81,43.64,potato
loamy,autumn,medium,27.66,49.74,coffee
loamy,monsoon,medium,28.09,79.36,turmeric
loamy,autumn,medium,26.69,55.87,guava
loamy,winter,low,8.8,5.25,chickpea
red,summer,low,33.83,32.8,mango
black,monsoon,medium,24.68,56.6,chili
clay,winter,medium,15.43,86.78,apple
clay,monsoon,medium,24.21,93.35,ginger
loamy,autumn,medium,15.75,32.52,wheat
red,summer,low,31.9,75.48,mungbean
sandy,monsoon,medium,23.06,81.87,maize
loamy,autumn,low,22.32,85.88,apple
loamy,autumn,high,25.2,80.95,tea
loamy,summer,high,30.16,69.02,ginger
clay,summer,high,30.22,60.95,jute
clay,monsoon,medium,27.09,82.98,turmeric
black,monsoon,high,25.56,99.36,rice
loamy,monsoon,high,27.26,89.86,banana
loamy,summer,medium,31.65,65.91,turmeric
sandy,monsoon,medium,22.25,96.05,watermelon
sandy,summer,low,24.41,70.77,grapes
clay,summer,high,26.72,74.76,rice
sandy,monsoon,medium,20.95,79.99,maize
sandy,summer,medium,35.58,82.8,papaya
loamy,winter,medium,17.86,80.99,orange
red,summer,medium,26.17,51.28,maize
black,winter,medium,8.45,22.93,wheat
black,winter,medium,12.4,11.08,kidneybeans
loamy,summer,low,32.07,46.17,sorghum
red,summer,medium,27.17,74.57,cotton
loamy,summer,high,34.15,57.24,sugarcane
clay,winter,medium,8.53,22.28,wheat
black,summer,medium,27.27,70.99,cotton
clay,summer,high,29.21,68.35,jute
black,summer,low,29.72,30.89,pigeonpeas
loamy,winter,low,8.28,46.7,potato
black,summer,medium,29.41,41.12,chili
sandy,winter,medium,10.93,39.56,potato
red,monsoon,high,24.09,96.84,banana
sandy,summer,medium,31.94,40.22,chili
red,summer,low,25.76,67.2,grapes
loamy,winter,low,15.12,76.15,apple
clay,summer,high,26.62,63.7,rice
red,summer,medium,34.69,42.71,mango
red,winter,low,12.74,7.11,chickpea
black,monsoon,medium,20.52,95.81,cotton
sandy,summer,high,29.37,73.64,watermelon
clay,summer,high,32.4,64.6,jute
loamy,monsoon,medium,26.34,97.86,tea
black,autumn,low,21.96,38.06,onion
loamy,winter,medium,10.51,26.78,wheat
loamy,summer,medium,37.01,37.72,mango
sandy,autumn,medium,24.46,91.18,orange
black,winter,medium,13.62,9.61,kidneybeans
black,monsoon,high,26.0,79.03,sugarcane
loamy,monsoon,high,23.32,88.08,jute
loamy,summer,medium,35.24,85.45,papaya
red,summer,medium,34.6,76.37,papaya
loamy,summer,low,28.38,42.82,mothbeans
clay,autumn,low,23.94,66.66,lentil
clay,monsoon,medium,20.86,96.88,rice
clay,monsoon,high,26.12,93.32,banana
red,summer,medium,29.34,42.96,coffee
black,summer,low,25.17,73.77,cotton
clay,monsoon,high,23.71,96.64,jute
clay,winter,medium,11.86,16.88,kidneybeans
loamy,winter,medium,17.08,32.55,tomato
red,monsoon,high,24.57,99.3,coconut
loamy,winter,medium,16.31,55.02,lentil
sandy,monsoon,medium,23.62,93.71,coconut
sandy,monsoon,medium,24.62,98.83,coconut
sandy,winter,medium,17.68,41.86,tomato
sandy,monsoon,medium,18.75,97.58,watermelon
red,monsoon,high,24.85,100.0,coconut
loamy,autumn,high,25.23,81.45,tea
loamy,autumn,medium,23.63,52.64,tomato
loamy,summer,high,27.73,65.74,ginger
clay,winter,medium,7.67,12.38,kidneybeans
clay,winter,medium,12.32,9.35,kidneybeans
sandy,summer,medium,26.12,56.11,maize
loamy,summer,medium,26.81,81.09,orange
clay,monsoon,high,26.3,93.09,jute
black,monsoon,medium,23.74,100.0,cotton
black,summer,high,32.27,52.17,sugarcane
black,summer,medium,26.97,55.81,maize
red,monsoon,low,24.86,66.28,millets
loamy,autumn,low,19.55,94.81,apple
loamy,autumn,medium,26.46,57.71,guava
clay,winter,low,6.34,17.46,wheat
black,winter,low,7.97,21.58,barley
black,summer,high,34.43,51.25,sugarcane
red,summer,medium,33.12,61.86,turmeric
loamy,winter,medium,11.53,26.1,wheat
black,summer,low,29.74,41.0,pigeonpeas
loamy,autumn,low,20.74,41.38,onion
black,winter,medium,9.7,21.59,wheat
black,winter,low,7.39,30.33,wheat
loamy,summer,medium,26.92,60.69,cotton
sandy,winter,low,13.28,29.64,onion
sandy,monsoon,medium,20.11,71.01,guava
sandy,summer,low,31.74,39.36,mothbeans
sandy,summer,medium,30.28,44.99,guava
red,summer,low,27.55,29.03,millets
loamy,monsoon,medium,24.65,71.82,chili
loamy,winter,low,13.31,14.18,kidneybeans
loamy,monsoon,high,22.82,80.93,ginger
clay,winter,medium,11.54,7.21,kidneybeans
loamy,winter,medium,17.76,83.3,orange
black,monsoon,low,29.65,81.39,blackgram
red,winter,medium,16.35,44.02,tomato
black,summer,low,30.33,42.6,pigeonpeas
red,monsoon,high,26.03,97.91,coconut
loamy,monsoon,medium,24.8,78.11,turmeric
loamy,autumn,medium,20.79,52.66,tomato
loamy,autumn,medium,22.94,91.48,orange
red,summer,low,28.28,31.67,pigeonpeas
loamy,monsoon,high,31.06,98.26,papaya
red,summer,low,34.14,70.49,mungbean
sandy,autumn,low,21.68,81.9,grapes
loamy,monsoon,medium,21.11,67.46,chili
loamy,summer,medium,31.25,38.52,chili
loamy,autumn,low,22.36,37.86,onion
red,summer,medium,30.42,41.35,coffee
red,summer,low,35.45,29.19,mango
loamy,monsoon,medium,25.48,96.29,banana
loamy,summer,low,28.81,73.52,grapes
loamy,monsoon,medium,27.3,97.63,banana
sandy,autumn,low,24.93,79.81,grapes
black,summer,low,30.66,40.2,millets
clay,monsoon,medium,22.26,95.66,rice
sandy,monsoon,low,26.51,63.07,millets
loamy,autumn,low,18.79,39.64,onion
red,summer,medium,28.13,76.66,cotton
black,autumn,low,28.13,50.23,sorghum
loamy,summer,medium,24.69,53.74,maize
loamy,autumn,medium,26.73,56.01,guava
sandy,monsoon,medium,23.46,93.23,watermelon
sandy,summer,medium,24.62,54.63,maize
sandy,monsoon,medium,20.7,88.59,maize
sandy,autumn,low,19.43,59.88,pomegranate
sandy,summer,high,29.91,75.93,coconut
sandy,autumn,low,28.12,58.04,mothbeans
loamy,winter,medium,17.58,38.27,tomato
black,winter,low,8.9,29.48,wheat
loamy,autumn,low,17.86,26.84,barley
loamy,summer,low,30.06,36.96,mothbeans
red,summer,low,23.48,73.89,grapes
sandy,winter,medium,10.1,37.15,potato
black,winter,medium,6.82,24.73,wheat
black,winter,medium,5.43,21.51,wheat
loamy,autumn,low,21.74,90.07,apple
sandy,summer,medium,33.27,40.01,mango
sandy,summer,high,26.82,72.98,watermelon
black,winter,medium,8.21,24.17,wheat
clay,monsoon,medium,25.11,95.52,jute
loamy,monsoon,medium,21.66,69.75,chili
black,winter,medium,12.69,8.69,kidneybeans
loamy,autumn,medium,22.91,49.84,tomato
loamy,winter,medium,15.42,5.15,kidneybeans
loamy,summer,medium,25.44,52.38,maize
loamy,monsoon,medium,26.26,69.92,pigeonpeas
sandy,summer,low,30.4,41.04,sorghum
loamy,summer,medium,34.65,85.95,papaya
black,monsoon,high,23.59,96.95,jute
red,monsoon,medium,21.68,72.58,guava
sandy,autumn,low,29.59,51.6,mothbeans
loamy,summer,medium,35.45,91.0,papaya
red,summer,medium,28.28,36.53,chili
sandy,summer,high,27.9,81.04,coconut
black,winter,low,13.83,23.29,onion
clay,winter,low,5.66,29.59,wheat
red,summer,medium,25.46,55.08,maize
loamy,autumn,medium,24.67,60.53,maize
red,winter,low,12.87,5.31,chickpea
black,monsoon,medium,22.06,98.39,cotton
black,summer,high,34.42,45.01,sugarcane
loamy,summer,low,29.77,74.56,mungbean
black,autumn,low,20.45,39.19,onion
sandy,autumn,low,26.53,52.67,mothbeans
red,summer,low,31.03,73.74,mungbean
black,monsoon,high,23.36,100.0,rice
sandy,autumn,medium,20.78,90.13,orange
loamy,summer,medium,32.09,66.56,turmeric
black,winter,medium,13.25,13.59,kidneybeans
clay,winter,medium,8.98,18.36,wheat
black,autumn,low,27.35,45.1,sorghum
black,winter,low,17.15,51.2,lentil
loamy,summer,low,30.15,77.5,muskmelon
black,summer,medium,27.51,43.62,chili
red,monsoon,high,23.58,86.85,ginger
sandy,summer,medium,23.18,57.9,maize
loamy,summer,high,26.87,70.53,ginger
black,autumn,low,17.91,18.32,chickpea
black,winter,low,8.61,19.5,barley
loamy,summer,low,36.8,41.56,mango
black,summer,medium,26.5,56.35,maize
black,summer,high,31.48,52.03,sugarcane
loamy,monsoon,medium,26.03,72.89,chili
loamy,summer,medium,31.97,43.47,chili
black,monsoon,high,24.1,99.02,rice
red,winter,medium,16.36,37.5,tomato
clay,monsoon,high,24.41,93.38,jute
loamy,summer,low,30.22,82.2,mungbean
sandy,autumn,medium,23.25,44.82,tomato
black,summer,medium,29.46,38.83,chili
loamy,autumn,low,22.57,61.53,lentil
sandy,autumn,medium,30.51,87.6,muskmelon
black,monsoon,high,25.49,77.39,sugarcane
clay,summer,high,29.55,68.0,jute
sandy,autumn,medium,27.36,83.04,muskmelon
sandy,monsoon,medium,23.11,99.7,coconut
loamy,monsoon,high,25.67,67.42,sugarcane
loamy,monsoon,medium,21.16,76.88,maize
red,autumn,low,26.26,47.68,sorghum
sandy,summer,medium,30.63,51.47,guava
sandy,autumn,low,21.31,56.65,pomegranate
loamy,monsoon,medium,23.95,96.43,tea
red,summer,medium,33.0,78.31,muskmelon
loamy,monsoon,medium,26.22,82.58,sugarcane
loamy,monsoon,high,24.19,96.65,coconut
loamy,monsoon,medium,26.98,82.42,turmeric
loamy,winter,medium,18.46,71.99,orange
sandy,summer,medium,25.63,60.24,maize
loamy,summer,medium,26.07,71.37,cotton
clay,monsoon,high,23.74,84.53,banana
red,monsoon,medium,21.9,93.65,ginger
sandy,summer,medium,27.42,43.72,guava
black,monsoon,high,26.81,96.63,banana
red,summer,medium,29.33,39.26,coffee
black,monsoon,high,25.51,80.89,sugarcane
sandy,monsoon,low,29.2,97.1,mungbean
black,winter,low,18.99,52.63,lentil
black,winter,medium,5.43,21.47,wheat
sandy,autumn,medium,26.22,49.29,tomato
loamy,monsoon,high,31.64,100.0,papaya
red,summer,medium,27.36,46.14,coffee
loamy,summer,medium,22.07,66.48,grapes
loamy,summer,high,28.23,72.99,watermelon
loamy,monsoon,medium,26.82,77.01,sugarcane
red,summer,low,33.43,43.74,sorghum
clay,winter,medium,8.04,25.91,wheat
sandy,autumn,low,21.82,52.21,pomegranate
loamy,summer,high,28.31,76.4,watermelon
clay,winter,medium,12.01,23.91,wheat
black,monsoon,low,28.78,80.99,blackgram
loamy,autumn,medium,23.41,95.83,apple
sandy,monsoon,medium,22.99,98.15,watermelon
red,autumn,medium,21.04,21.13,kidneybeans
loamy,summer,medium,35.55,89.18,papaya
red,monsoon,medium,25.33,88.6,ginger
sandy,autumn,medium,16.96,47.91,potato
loamy,autumn,medium,22.05,21.96,kidneybeans
black,summer,low,31.5,43.74,sorghum
loamy,monsoon,low,27.15,67.39,pigeonpeas
loamy,monsoon,high,26.8,73.91,sugarcane
loamy,monsoon,high,21.84,88.87,jute
black,monsoon,high,25.98,93.2,banana
sandy,autumn,medium,23.31,88.6,orange
red,monsoon,medium,24.09,95.26,ginger
sandy,autumn,low,21.61,61.28,pomegranate
black,winter,low,9.77,23.08,wheat
sandy,autumn,medium,25.69,87.18,muskmelon
sandy,monsoon,medium,34.21,98.33,papaya
loamy,summer,low,32.69,46.49,sorghum
black,summer,medium,28.96,41.38,chili
clay,winter,low,13.09,16.67,barley
loamy,autumn,medium,27.26,53.94,coffee
black,monsoon,medium,20.35,89.02,cotton
loamy,monsoon,medium,25.71,100.0,tea
black,summer,low,33.73,61.64,blackgram
sandy,autumn,medium,26.99,84.4,muskmelon
red,monsoon,low,26.61,66.38,millets
clay,winter,low,6.93,21.35,wheat
black,winter,medium,4.25,25.32,wheat
loamy,monsoon,low,28.08,71.31,blackgram
loamy,autumn,low,24.86,62.09,lentil
sandy,winter,low,10.13,24.25,barley
loamy,summer,medium,29.32,42.77,chili
loamy,autumn,medium,20.73,91.95,orange
red,summer,medium,36.63,38.61,mango
black,winter,medium,6.01,19.72,wheat
black,winter,low,10.64,32.49,wheat
loamy,summer,high,28.82,77.13,coconut
clay,winter,medium,9.97,12.37,kidneybeans
loamy,monsoon,medium,23.45,67.45,coffee
black,summer,low,27.71,68.43,cotton
red,summer,low,31.64,72.61,grapes
red,winter,medium,14.8,84.67,apple
red,autumn,low,21.9,54.81,pomegranate
red,summer,medium,27.13,54.77,maize
loamy,summer,medium,32.0,65.01,mungbean
red,monsoon,low,25.39,67.38,millets
loamy,autumn,low,21.6,54.88,pomegranate
red,summer,low,29.36,41.98,sorghum
black,winter,medium,7.23,22.4,wheat
loamy,summer,medium,23.93,66.25,grapes
sandy,autumn,low,17.51,30.39,barley
loamy,summer,low,31.5,75.77,muskmelon
loamy,monsoon,high,28.52,79.76,turmeric
red,summer,low,34.47,46.2,sorghum
sandy,autumn,low,21.84,54.77,pomegranate
black,monsoon,high,24.94,94.22,rice
black,winter,low,7.93,16.65,barley
loamy,autumn,medium,20.06,50.82,potato
loamy,autumn,medium,20.51,18.98,kidneybeans
loamy,winter,medium,13.82,32.55,potato
sandy,summer,medium,31.86,43.3,guava
loamy,autumn,low,15.72,32.01,barley
loamy,autumn,medium,22.65,62.71,maize
clay,monsoon,high,26.33,73.46,sugarcane
black,summer,low,31.94,41.09,sorghum
sandy,autumn,low,27.4,56.72,mothbeans
clay,winter,low,6.11,20.58,wheat
loamy,summer,low,36.74,43.78,mango
clay,monsoon,medium,23.28,99.41,rice
black,summer,low,30.57,39.55,sorghum
loamy,winter,medium,10.58,37.66,onion
loamy,summer,medium,27.22,69.53,grapes
clay,monsoon,high,24.42,94.4,jute
loamy,monsoon,medium,24.42,100.0,banana
loamy,summer,medium,27.79,78.31,orange
red,summer,medium,32.82,77.11,muskmelon
